title,split_title
稽查查补收入是否计入增值税年应税销售额？,稽查 查补 收入 计入 增值税 年 应税 销售额
新认定的增值税一般纳税人《税务登记证》副本“资格认定”栏内是否加盖“增值,新 认定 增值税 纳税人 税务 登记证 副本 资格 认定 栏内 加盖 增值
海关进口增值税专用缴款书的抵扣期限是什么？,海关 进口 增值税 专用 缴款 书 抵扣 期限
纳税人自办理税务登记至认定或登记为一般纳税人期间，取得的增值税扣税凭证，,纳税人 办理 税务 登记 认定 登记 纳税人 期间 增值税 扣税 凭证
逾期包装物押金如何征收增值税？,逾期 包装物 押金 征收 增值税
稽核比对结果异常的进口海关增值税专用缴款书，纳税人应如何申请数据修改或核,稽核 异常 进口 海关 增值税 专用 缴款 书 纳税人 应 申请 数据 修改 或核
黄金货物期货交易如何确定销售额？,黄金 货物 期货交易 销售额
对会员或客户在上海期货交易所黄金期货交易的进项税额如何处理？,会员 客户 上海 期货 交易所 黄金 期货交易 进项税额
一般纳税人因购货退出或折让而收回的增值税额，是否冲减进项税额？,纳税人 购货 退出 折让 收回 增值税 额 冲减 进项税额
货物期货交易中增值税的销售额如何确定？,货物 期货交易 中 增值税 销售额
货物期货如何征收增值税？,货物 期货 征收 增值税
企业购进货物，取得了增值税专用发票，认证时发现该张发票属于失控发票，还能,企业 购进 货物 增值税 专用发票 认证 时 发现 该张 发票 失控 发票
销货方为销售货物而出租出借包装物收取的包装物押金是否缴纳增值税？如果缴纳,销货 销售 货物 出租 出借 包装物 收取 包装物 押金 缴纳 增值税 缴纳
与总机构实行统一核算的分支机构从总机构取得的日常工资、租金等资金，是否冲,总 机构 实行 统一 核算 分支机构 总 机构 日常 工资 租金 资金
外国政府和国际组织无偿援助项目在国内采购物资，供货单位为此购进货物的进项,外国 政府 国际 组织 无偿援助 项目 国内 采购 物资 供货 单位 购进 货物 进项
对增值税专用发票稽核系统发现涉嫌违规的发票如何抵扣进项税额？,增值税 专用发票 稽核 系统 发现 涉嫌 违规 发票 抵扣 进项税额
对防伪税控认证系统发现涉嫌违规的发票如何抵扣进项税额？,防伪 税控 认证 系统 发现 涉嫌 违规 发票 抵扣 进项税额
纳税人取得的由于价格换算出现误差的增值税专用发票能否抵扣进项税额？,纳税人 价格 换算 误差 增值税 专用发票 抵扣 进项税额
对出版单位委托发行图书、报刊、杂志等支付给发行单位的经销手续费，在征收增,出版单位 委托 发行 图书 报刊 杂志 支付 发行 单位 经销 手续费 征收 增
一般纳税人能否将增值税进项留抵税额抵减查补税款欠税？,纳税人 增值税 进项 留抵 税额 抵减 查补 税款 欠税
增值税一般纳税人从国有粮食购销企业购进的免税粮食，取得的增值税专用发票能,增值税 纳税人 国有 粮食 购销 企业 购进 免税 粮食 增值税 专用发票
项目运营方利用信托资金融资进行项目建设期间，取得的抵扣凭证能否抵扣？,项目 运营 利用 信托 资金 融资 项目 建设 期间 抵扣 凭证 抵扣
切面、饺子皮、馄饨皮、面皮、米粉等粮食复制品是否适用13%的税率？,切面 饺子皮 馄饨 皮 面皮 米粉 粮食 复制品 13% 税率
淀粉的增值税适用税率是多少？,淀粉 增值税 税率
肉桂油、桉油、香茅油增值税的适用税率是多少？,肉桂 油 桉油 香茅油 增值税 税率
企业在改制中发生资产评估减值产生的流动资产损失，其进项税额是否转出？,企业 改制 中 发生 资产 评估 减值 流动资产 损失 进项税额 转
人体血液的增值税适用税率是多少？,人体 血液 增值税 税率
薄荷油增值税适用税率是多少？,薄荷油 增值税 税率
日用“卫生用药”的增值税适用税率是多少？,日用 卫生 用药 增值税 税率
农业生产者自产的精制茶增值税税率是多少？,农业生产者 自产 精制 茶 增值税 税率
硝酸铵增值税适用税率是多少？,硝酸铵 增值税 税率
兽用药品经营企业销售兽用生物制品如何征收增值税？,兽用 药品 经营 企业 销售 兽用 生物制品 征收 增值税
天然二氧化碳增值税适用税率是多少？,天然 二氧化碳 增值税 税率
麦芽增值税的适用税率是多少？,麦芽 增值税 税率
易货贸易进口环节减征的增值税税款能否作为进项税额抵扣？,易货贸易 进口 环节 减征 增值税 税款 进项税额 抵扣
纳税人自上海钻石交易所进口并销往国内市场的钻石，取得海关开具的完税证明能,纳税人 上海 钻石 交易所 进口 销往 国内 市场 钻石 海关 开具 完税 证明
对由石油伴生气加工压缩而成的石油液化气，其增值税适用税率是多少？,石油 伴生气 加工 压缩 而成 石油 液化气 增值税 税率
以粮食为原料加工的速冻食品、方便面、副食品和各种熟食品是否适用13%的税,粮食 原料 加工 速冻 食品 方便面 副食品 熟食品 13% 税
青海玉树地震后，涉及灾区的增值税专用发票等扣税凭证如何抵扣？,青海 玉树 地震 涉及 灾区 增值税 专用发票 扣税 凭证 抵扣
海关提前对进口免税自用设备解除监管，进口企业向海关补缴的增值税能否抵扣？,海关 提前 进口 免税 自用 设备 解除 监管 进口 企业 海关 补缴 增值税 抵扣
企业自制生产用的机器设备，耗用原材料的进项税额能否抵扣？,企业 自制 生产 机器设备 耗用 原材料 进项税额 抵扣
个别货物进口环节与国内环节及国内地区间增值税税率执行不一致时，进项税额如,个别 货物 进口 环节 国内 环节 国内 地区 间 增值税 税率 执行 时 进项税额
供电企业向客户收取的供电工程贴费是否缴纳增值税？,供电 企业 客户 收取 供电 工程 贴费 缴纳 增值税
小规模纳税人发生折让如何确定销售额？,小规模 纳税人 发生 折让 销售额
煤炭生产企业收取的铁路支线维护费是否缴纳增值税？如果缴纳增值税，如何计算,煤炭 生产 企业 收取 铁路 支线 维护费 缴纳 增值税 缴纳 增值税 计算
财政部 国家税务总局关于职业教育等营业税若干政策问题的通知,财政部   国家税务总局 职业 教育 营业税 若干 政策 通知
财政部 国家税务总局关于外国驻华使（领）馆及其外交人员购买中国产物品有关,财政部   国家税务总局 外国 驻华 领 馆 外交人员 购买 中国 产 物品
财政部 国家税务总局关于对若干项目免征营业税的通知,财政部   国家税务总局 若干 项目 免征 营业税 通知
全面营改增后，托儿所、幼儿园提供的保育和教育服务是否需要缴纳增值税？,营改 增后 托儿所 幼儿园 提供 保育 教育 服务 缴纳 增值税
全面营改增后，农业机耕、排灌、病虫害防治等涉农事项有哪些增值税优惠？,营改 增后 农业 机耕 排灌 病虫害 防治 涉农 事项 增值税 优惠
全面推开营业税改征增值税试点后，从事学历教育的学校提供的教育服务是否需要,推开 营业税 改征 增值税 试点 学历教育 学校 提供 教育 服务
全面推开营业税改征增值税试点后，学生勤工俭学提供的服务是否需要缴纳增值税,推开 营业税 改征 增值税 试点 学生 勤工俭学 提供 服务 缴纳 增值税
安置随军家属就业的企业在营业税方面有什么税收优惠政策？,安置 随军 家属 就业 企业 营业税 税收 优惠政策
房地产开发企业中的一般纳税人销售自行开发的房地产项目，不得抵扣的进项税额,房地产 开发 企业 中 纳税人 销售 自行 开发 房地产 项目 抵扣 进项税额
财政部国家税务总局关于纳税人异地预缴增值税有关城市维护建设税和教育费附加,财政部 国家税务总局 纳税人 异地 预缴 增值税 城市 维护 建设 税 教育费 附加
国家税务总局关于被盗、丢失增值税专用发票有关问题的公告,国家税务总局 被盗 丢失 增值税 专用发票 公告
财政部 国家税务总局关于继续执行光伏发电增值税政策的通知,财政部   国家税务总局 继续执行 光伏 发电 增值税 政策 通知
一般纳税人发生营改增应税行为，适用一般计税方法应如何计算缴纳增值税？,纳税人 发生 营 改增 应税 计税 方法 应 计算 缴纳 增值税
托儿所、幼儿园提供的保育和教育服务免征增值税优惠,托儿所 幼儿园 提供 保育 教育 服务 免征 增值税 优惠
境外的单位或者个人在境内发生营改增应税行为如何缴纳增值税？,境外 单位 个人 境内 发生 营 改增 应税 缴纳 增值税
国家税务总局关于优化完善增值税发票查询平台功能有关事项的公告,国家税务总局 优化 完善 增值税 发票 查询 平台 功能 事项 公告
房地产开发企业中的一般纳税人销售自行开发的房地产老项目适用简易计税方法计,房地产 开发 企业 中 纳税人 销售 自行 开发 房地产 项目 简易 计税 方法 计
